time,fan
Wed Oct 28 07:03:14 AM CET 2020 ,		3218
Wed Oct 28 07:03:15 AM CET 2020 ,		3290
Wed Oct 28 07:03:15 AM CET 2020 ,		3290
Wed Oct 28 07:03:16 AM CET 2020 ,		3440
Wed Oct 28 07:03:16 AM CET 2020 ,		3440
Wed Oct 28 07:03:17 AM CET 2020 ,		3504
Wed Oct 28 07:03:17 AM CET 2020 ,		3504
Wed Oct 28 07:03:18 AM CET 2020 ,		3523
Wed Oct 28 07:03:18 AM CET 2020 ,		3523
Wed Oct 28 07:03:19 AM CET 2020 ,		3520
Wed Oct 28 07:03:19 AM CET 2020 ,		3520
Wed Oct 28 07:03:20 AM CET 2020 ,		3529
Wed Oct 28 07:03:20 AM CET 2020 ,		3529
Wed Oct 28 07:03:21 AM CET 2020 ,		3549
Wed Oct 28 07:03:21 AM CET 2020 ,		3549
Wed Oct 28 07:03:22 AM CET 2020 ,		3553
Wed Oct 28 07:03:22 AM CET 2020 ,		3553
Wed Oct 28 07:03:23 AM CET 2020 ,		3565
Wed Oct 28 07:03:23 AM CET 2020 ,		3565
Wed Oct 28 07:03:24 AM CET 2020 ,		3607
Wed Oct 28 07:03:24 AM CET 2020 ,		3607
Wed Oct 28 07:03:25 AM CET 2020 ,		3617
Wed Oct 28 07:03:25 AM CET 2020 ,		3617
Wed Oct 28 07:03:26 AM CET 2020 ,		3623
Wed Oct 28 07:03:26 AM CET 2020 ,		3623
Wed Oct 28 07:03:27 AM CET 2020 ,		3621
Wed Oct 28 07:03:27 AM CET 2020 ,		3621
Wed Oct 28 07:03:28 AM CET 2020 ,		3642
Wed Oct 28 07:03:28 AM CET 2020 ,		3642
Wed Oct 28 07:03:29 AM CET 2020 ,		3613
Wed Oct 28 07:03:29 AM CET 2020 ,		3613
Wed Oct 28 07:03:30 AM CET 2020 ,		3614
Wed Oct 28 07:03:30 AM CET 2020 ,		3614
Wed Oct 28 07:03:31 AM CET 2020 ,		3643
Wed Oct 28 07:03:31 AM CET 2020 ,		3643
Wed Oct 28 07:03:32 AM CET 2020 ,		3621
Wed Oct 28 07:03:32 AM CET 2020 ,		3621
Wed Oct 28 07:03:33 AM CET 2020 ,		3616
Wed Oct 28 07:03:33 AM CET 2020 ,		3616
Wed Oct 28 07:03:34 AM CET 2020 ,		3635
Wed Oct 28 07:03:34 AM CET 2020 ,		3635
Wed Oct 28 07:03:35 AM CET 2020 ,		3636
Wed Oct 28 07:03:35 AM CET 2020 ,		3636
Wed Oct 28 07:03:36 AM CET 2020 ,		3661
Wed Oct 28 07:03:36 AM CET 2020 ,		3661
Wed Oct 28 07:03:37 AM CET 2020 ,		3640
Wed Oct 28 07:03:37 AM CET 2020 ,		3640
Wed Oct 28 07:03:38 AM CET 2020 ,		3648
Wed Oct 28 07:03:38 AM CET 2020 ,		3648
Wed Oct 28 07:03:39 AM CET 2020 ,		3623
Wed Oct 28 07:03:39 AM CET 2020 ,		3623
Wed Oct 28 07:03:40 AM CET 2020 ,		3641
Wed Oct 28 07:03:41 AM CET 2020 ,		3641
Wed Oct 28 07:03:41 AM CET 2020 ,		3649
Wed Oct 28 07:03:42 AM CET 2020 ,		3649
Wed Oct 28 07:03:42 AM CET 2020 ,		3654
Wed Oct 28 07:03:43 AM CET 2020 ,		3654
Wed Oct 28 07:03:43 AM CET 2020 ,		3649
Wed Oct 28 07:03:44 AM CET 2020 ,		3649
Wed Oct 28 07:03:44 AM CET 2020 ,		3629
Wed Oct 28 07:03:45 AM CET 2020 ,		3629
Wed Oct 28 07:03:45 AM CET 2020 ,		3647
Wed Oct 28 07:03:46 AM CET 2020 ,		3647
Wed Oct 28 07:03:46 AM CET 2020 ,		3652
Wed Oct 28 07:03:47 AM CET 2020 ,		3652
Wed Oct 28 07:03:47 AM CET 2020 ,		3678
Wed Oct 28 07:03:48 AM CET 2020 ,		3678
Wed Oct 28 07:03:48 AM CET 2020 ,		3672
Wed Oct 28 07:03:49 AM CET 2020 ,		3672
Wed Oct 28 07:03:49 AM CET 2020 ,		3680
Wed Oct 28 07:03:50 AM CET 2020 ,		3680
Wed Oct 28 07:03:50 AM CET 2020 ,		3691
Wed Oct 28 07:03:51 AM CET 2020 ,		3691
Wed Oct 28 07:03:51 AM CET 2020 ,		3706
Wed Oct 28 07:03:52 AM CET 2020 ,		3706
Wed Oct 28 07:03:52 AM CET 2020 ,		3722
Wed Oct 28 07:03:53 AM CET 2020 ,		3722
Wed Oct 28 07:03:53 AM CET 2020 ,		3735
Wed Oct 28 07:03:54 AM CET 2020 ,		3735
Wed Oct 28 07:03:54 AM CET 2020 ,		3774
Wed Oct 28 07:03:55 AM CET 2020 ,		3774
Wed Oct 28 07:03:55 AM CET 2020 ,		3873
Wed Oct 28 07:03:56 AM CET 2020 ,		3873
Wed Oct 28 07:03:56 AM CET 2020 ,		3958
Wed Oct 28 07:03:57 AM CET 2020 ,		3958
Wed Oct 28 07:03:57 AM CET 2020 ,		4006
Wed Oct 28 07:03:58 AM CET 2020 ,		4006
Wed Oct 28 07:03:58 AM CET 2020 ,		4031
Wed Oct 28 07:03:59 AM CET 2020 ,		4031
Wed Oct 28 07:03:59 AM CET 2020 ,		4072
Wed Oct 28 07:04:00 AM CET 2020 ,		4072
Wed Oct 28 07:04:00 AM CET 2020 ,		4103
Wed Oct 28 07:04:01 AM CET 2020 ,		4103
Wed Oct 28 07:04:01 AM CET 2020 ,		4177
Wed Oct 28 07:04:02 AM CET 2020 ,		4177
Wed Oct 28 07:04:02 AM CET 2020 ,		4201
Wed Oct 28 07:04:03 AM CET 2020 ,		4201
Wed Oct 28 07:04:03 AM CET 2020 ,		4194
Wed Oct 28 07:04:04 AM CET 2020 ,		4194
Wed Oct 28 07:04:04 AM CET 2020 ,		4215
Wed Oct 28 07:04:05 AM CET 2020 ,		4215
Wed Oct 28 07:04:05 AM CET 2020 ,		4228
Wed Oct 28 07:04:06 AM CET 2020 ,		4228
Wed Oct 28 07:04:06 AM CET 2020 ,		4271
Wed Oct 28 07:04:07 AM CET 2020 ,		4271
Wed Oct 28 07:04:07 AM CET 2020 ,		4302
Wed Oct 28 07:04:08 AM CET 2020 ,		4302
Wed Oct 28 07:04:09 AM CET 2020 ,		4304
Wed Oct 28 07:04:09 AM CET 2020 ,		4304
Wed Oct 28 07:04:10 AM CET 2020 ,		4314
Wed Oct 28 07:04:10 AM CET 2020 ,		4314
Wed Oct 28 07:04:11 AM CET 2020 ,		4310
Wed Oct 28 07:04:11 AM CET 2020 ,		4310
Wed Oct 28 07:04:12 AM CET 2020 ,		4322
Wed Oct 28 07:04:12 AM CET 2020 ,		4322
Wed Oct 28 07:04:13 AM CET 2020 ,		4321
Wed Oct 28 07:04:13 AM CET 2020 ,		4321
Wed Oct 28 07:04:14 AM CET 2020 ,		4325
Wed Oct 28 07:04:14 AM CET 2020 ,		4325
Wed Oct 28 07:04:15 AM CET 2020 ,		4327
Wed Oct 28 07:04:15 AM CET 2020 ,		4327
Wed Oct 28 07:04:16 AM CET 2020 ,		4333
Wed Oct 28 07:04:16 AM CET 2020 ,		4333
Wed Oct 28 07:04:17 AM CET 2020 ,		4334
Wed Oct 28 07:04:17 AM CET 2020 ,		4334
Wed Oct 28 07:04:18 AM CET 2020 ,		4342
Wed Oct 28 07:04:18 AM CET 2020 ,		4342
Wed Oct 28 07:04:19 AM CET 2020 ,		4349
Wed Oct 28 07:04:19 AM CET 2020 ,		4349
Wed Oct 28 07:04:20 AM CET 2020 ,		4351
Wed Oct 28 07:04:20 AM CET 2020 ,		4351
Wed Oct 28 07:04:21 AM CET 2020 ,		4355
Wed Oct 28 07:04:21 AM CET 2020 ,		4355
Wed Oct 28 07:04:22 AM CET 2020 ,		4348
Wed Oct 28 07:04:22 AM CET 2020 ,		4348
Wed Oct 28 07:04:23 AM CET 2020 ,		4355
Wed Oct 28 07:04:23 AM CET 2020 ,		4355
Wed Oct 28 07:04:24 AM CET 2020 ,		4361
Wed Oct 28 07:04:24 AM CET 2020 ,		4361
Wed Oct 28 07:04:25 AM CET 2020 ,		4355
Wed Oct 28 07:04:25 AM CET 2020 ,		4355
Wed Oct 28 07:04:26 AM CET 2020 ,		4378
Wed Oct 28 07:04:26 AM CET 2020 ,		4378
Wed Oct 28 07:04:27 AM CET 2020 ,		4361
Wed Oct 28 07:04:27 AM CET 2020 ,		4361
Wed Oct 28 07:04:28 AM CET 2020 ,		4361
Wed Oct 28 07:04:28 AM CET 2020 ,		4361
Wed Oct 28 07:04:29 AM CET 2020 ,		4377
Wed Oct 28 07:04:29 AM CET 2020 ,		4377
Wed Oct 28 07:04:30 AM CET 2020 ,		4363
Wed Oct 28 07:04:30 AM CET 2020 ,		4363
Wed Oct 28 07:04:31 AM CET 2020 ,		4312
Wed Oct 28 07:04:31 AM CET 2020 ,		4312
Wed Oct 28 07:04:32 AM CET 2020 ,		4313
Wed Oct 28 07:04:32 AM CET 2020 ,		4313
Wed Oct 28 07:04:33 AM CET 2020 ,		4313
Wed Oct 28 07:04:33 AM CET 2020 ,		4313
Wed Oct 28 07:04:34 AM CET 2020 ,		4315
Wed Oct 28 07:04:35 AM CET 2020 ,		4315
Wed Oct 28 07:04:35 AM CET 2020 ,		4323
Wed Oct 28 07:04:36 AM CET 2020 ,		4323
Wed Oct 28 07:04:36 AM CET 2020 ,		4324
Wed Oct 28 07:04:37 AM CET 2020 ,		4324
Wed Oct 28 07:04:37 AM CET 2020 ,		4328
Wed Oct 28 07:04:38 AM CET 2020 ,		4328
Wed Oct 28 07:04:38 AM CET 2020 ,		4328
Wed Oct 28 07:04:39 AM CET 2020 ,		4328
Wed Oct 28 07:04:39 AM CET 2020 ,		4330
Wed Oct 28 07:04:40 AM CET 2020 ,		4330
Wed Oct 28 07:04:40 AM CET 2020 ,		4333
Wed Oct 28 07:04:41 AM CET 2020 ,		4333
Wed Oct 28 07:04:41 AM CET 2020 ,		4343
Wed Oct 28 07:04:42 AM CET 2020 ,		4343
Wed Oct 28 07:04:42 AM CET 2020 ,		4339
Wed Oct 28 07:04:43 AM CET 2020 ,		4339
Wed Oct 28 07:04:43 AM CET 2020 ,		4345
Wed Oct 28 07:04:44 AM CET 2020 ,		4345
Wed Oct 28 07:04:44 AM CET 2020 ,		4342
Wed Oct 28 07:04:45 AM CET 2020 ,		4342
Wed Oct 28 07:04:45 AM CET 2020 ,		4336
Wed Oct 28 07:04:46 AM CET 2020 ,		4336
Wed Oct 28 07:04:46 AM CET 2020 ,		4341
Wed Oct 28 07:04:47 AM CET 2020 ,		4341
Wed Oct 28 07:04:47 AM CET 2020 ,		4341
Wed Oct 28 07:04:48 AM CET 2020 ,		4341
Wed Oct 28 07:04:48 AM CET 2020 ,		4337
Wed Oct 28 07:04:49 AM CET 2020 ,		4337
Wed Oct 28 07:04:49 AM CET 2020 ,		4331
Wed Oct 28 07:04:50 AM CET 2020 ,		4331
Wed Oct 28 07:04:50 AM CET 2020 ,		4324
Wed Oct 28 07:04:51 AM CET 2020 ,		4324
Wed Oct 28 07:04:51 AM CET 2020 ,		4324
Wed Oct 28 07:04:52 AM CET 2020 ,		4324
Wed Oct 28 07:04:52 AM CET 2020 ,		4333
Wed Oct 28 07:04:53 AM CET 2020 ,		4333
Wed Oct 28 07:04:53 AM CET 2020 ,		4338
Wed Oct 28 07:04:54 AM CET 2020 ,		4338
Wed Oct 28 07:04:54 AM CET 2020 ,		4350
Wed Oct 28 07:04:55 AM CET 2020 ,		4350
Wed Oct 28 07:04:55 AM CET 2020 ,		4334
Wed Oct 28 07:04:56 AM CET 2020 ,		4334
Wed Oct 28 07:04:56 AM CET 2020 ,		4352
Wed Oct 28 07:04:57 AM CET 2020 ,		4352
Wed Oct 28 07:04:57 AM CET 2020 ,		4341
Wed Oct 28 07:04:58 AM CET 2020 ,		4349
Wed Oct 28 07:04:58 AM CET 2020 ,		4349
Wed Oct 28 07:04:59 AM CET 2020 ,		4332
Wed Oct 28 07:04:59 AM CET 2020 ,		4332
Wed Oct 28 07:05:00 AM CET 2020 ,		4312
Wed Oct 28 07:05:01 AM CET 2020 ,		4312
Wed Oct 28 07:05:01 AM CET 2020 ,		4336
Wed Oct 28 07:05:02 AM CET 2020 ,		4336
Wed Oct 28 07:05:02 AM CET 2020 ,		4237
Wed Oct 28 07:05:03 AM CET 2020 ,		4237
Wed Oct 28 07:05:03 AM CET 2020 ,		4167
Wed Oct 28 07:05:04 AM CET 2020 ,		4167
Wed Oct 28 07:05:04 AM CET 2020 ,		4291
Wed Oct 28 07:05:05 AM CET 2020 ,		4291
Wed Oct 28 07:05:05 AM CET 2020 ,		4343
Wed Oct 28 07:05:06 AM CET 2020 ,		4343
Wed Oct 28 07:05:06 AM CET 2020 ,		4344
Wed Oct 28 07:05:07 AM CET 2020 ,		4344
Wed Oct 28 07:05:07 AM CET 2020 ,		4353
Wed Oct 28 07:05:08 AM CET 2020 ,		4353
Wed Oct 28 07:05:08 AM CET 2020 ,		4354
Wed Oct 28 07:05:09 AM CET 2020 ,		4354
Wed Oct 28 07:05:09 AM CET 2020 ,		4368
Wed Oct 28 07:05:10 AM CET 2020 ,		4368
Wed Oct 28 07:05:10 AM CET 2020 ,		4354
Wed Oct 28 07:05:11 AM CET 2020 ,		4354
Wed Oct 28 07:05:11 AM CET 2020 ,		4356
Wed Oct 28 07:05:12 AM CET 2020 ,		4356
Wed Oct 28 07:05:12 AM CET 2020 ,		4366
Wed Oct 28 07:05:13 AM CET 2020 ,		4366
Wed Oct 28 07:05:13 AM CET 2020 ,		4371
Wed Oct 28 07:05:14 AM CET 2020 ,		4371
Wed Oct 28 07:05:14 AM CET 2020 ,		4384
Wed Oct 28 07:05:15 AM CET 2020 ,		4384
Wed Oct 28 07:05:15 AM CET 2020 ,		4382
Wed Oct 28 07:05:16 AM CET 2020 ,		4382
Wed Oct 28 07:05:16 AM CET 2020 ,		4382
Wed Oct 28 07:05:17 AM CET 2020 ,		4382
Wed Oct 28 07:05:17 AM CET 2020 ,		4390
Wed Oct 28 07:05:18 AM CET 2020 ,		4390
Wed Oct 28 07:05:18 AM CET 2020 ,		4401
Wed Oct 28 07:05:19 AM CET 2020 ,		4401
Wed Oct 28 07:05:19 AM CET 2020 ,		4401
Wed Oct 28 07:05:20 AM CET 2020 ,		4401
Wed Oct 28 07:05:20 AM CET 2020 ,		4392
Wed Oct 28 07:05:21 AM CET 2020 ,		4392
Wed Oct 28 07:05:21 AM CET 2020 ,		4405
Wed Oct 28 07:05:22 AM CET 2020 ,		4405
Wed Oct 28 07:05:22 AM CET 2020 ,		4405
Wed Oct 28 07:05:23 AM CET 2020 ,		4405
Wed Oct 28 07:05:23 AM CET 2020 ,		4410
Wed Oct 28 07:05:24 AM CET 2020 ,		4410
Wed Oct 28 07:05:24 AM CET 2020 ,		4409
Wed Oct 28 07:05:25 AM CET 2020 ,		4409
Wed Oct 28 07:05:25 AM CET 2020 ,		4415
Wed Oct 28 07:05:26 AM CET 2020 ,		4415
Wed Oct 28 07:05:27 AM CET 2020 ,		4415
Wed Oct 28 07:05:27 AM CET 2020 ,		4415
Wed Oct 28 07:05:28 AM CET 2020 ,		4420
Wed Oct 28 07:05:28 AM CET 2020 ,		4420
Wed Oct 28 07:05:29 AM CET 2020 ,		4428
Wed Oct 28 07:05:29 AM CET 2020 ,		4428
Wed Oct 28 07:05:30 AM CET 2020 ,		4435
Wed Oct 28 07:05:30 AM CET 2020 ,		4435
Wed Oct 28 07:05:31 AM CET 2020 ,		4412
Wed Oct 28 07:05:31 AM CET 2020 ,		4412
Wed Oct 28 07:05:32 AM CET 2020 ,		4432
Wed Oct 28 07:05:32 AM CET 2020 ,		4432
Wed Oct 28 07:05:33 AM CET 2020 ,		4434
Wed Oct 28 07:05:33 AM CET 2020 ,		4434
Wed Oct 28 07:05:34 AM CET 2020 ,		4433
Wed Oct 28 07:05:34 AM CET 2020 ,		4433
Wed Oct 28 07:05:35 AM CET 2020 ,		4428
Wed Oct 28 07:05:35 AM CET 2020 ,		4428
Wed Oct 28 07:05:36 AM CET 2020 ,		4431
Wed Oct 28 07:05:36 AM CET 2020 ,		4431
Wed Oct 28 07:05:37 AM CET 2020 ,		4433
Wed Oct 28 07:05:37 AM CET 2020 ,		4433
Wed Oct 28 07:05:38 AM CET 2020 ,		4447
Wed Oct 28 07:05:38 AM CET 2020 ,		4447
Wed Oct 28 07:05:39 AM CET 2020 ,		4454
Wed Oct 28 07:05:39 AM CET 2020 ,		4454
Wed Oct 28 07:05:40 AM CET 2020 ,		4444
Wed Oct 28 07:05:40 AM CET 2020 ,		4444
Wed Oct 28 07:05:41 AM CET 2020 ,		4461
Wed Oct 28 07:05:41 AM CET 2020 ,		4461
Wed Oct 28 07:05:42 AM CET 2020 ,		4464
Wed Oct 28 07:05:42 AM CET 2020 ,		4464
Wed Oct 28 07:05:43 AM CET 2020 ,		4468
Wed Oct 28 07:05:43 AM CET 2020 ,		4468
Wed Oct 28 07:05:44 AM CET 2020 ,		4476
Wed Oct 28 07:05:44 AM CET 2020 ,		4476
Wed Oct 28 07:05:45 AM CET 2020 ,		4474
Wed Oct 28 07:05:45 AM CET 2020 ,		4474
Wed Oct 28 07:05:46 AM CET 2020 ,		4473
Wed Oct 28 07:05:46 AM CET 2020 ,		4473
Wed Oct 28 07:05:47 AM CET 2020 ,		4469
Wed Oct 28 07:05:47 AM CET 2020 ,		4469
Wed Oct 28 07:05:48 AM CET 2020 ,		4478
Wed Oct 28 07:05:48 AM CET 2020 ,		4478
Wed Oct 28 07:05:49 AM CET 2020 ,		4468
Wed Oct 28 07:05:49 AM CET 2020 ,		4468
Wed Oct 28 07:05:50 AM CET 2020 ,		4460
Wed Oct 28 07:05:50 AM CET 2020 ,		4460
Wed Oct 28 07:05:51 AM CET 2020 ,		4464
Wed Oct 28 07:05:51 AM CET 2020 ,		4464
Wed Oct 28 07:05:52 AM CET 2020 ,		4458
Wed Oct 28 07:05:52 AM CET 2020 ,		4458
Wed Oct 28 07:05:53 AM CET 2020 ,		4479
Wed Oct 28 07:05:53 AM CET 2020 ,		4479
Wed Oct 28 07:05:54 AM CET 2020 ,		4457
Wed Oct 28 07:05:54 AM CET 2020 ,		4457
Wed Oct 28 07:05:55 AM CET 2020 ,		4471
Wed Oct 28 07:05:56 AM CET 2020 ,		4471
Wed Oct 28 07:05:56 AM CET 2020 ,		4468
Wed Oct 28 07:05:57 AM CET 2020 ,		4468
Wed Oct 28 07:05:57 AM CET 2020 ,		4471
Wed Oct 28 07:05:58 AM CET 2020 ,		4471
Wed Oct 28 07:05:58 AM CET 2020 ,		4463
Wed Oct 28 07:05:59 AM CET 2020 ,		4463
Wed Oct 28 07:05:59 AM CET 2020 ,		4465
Wed Oct 28 07:06:00 AM CET 2020 ,		4465
Wed Oct 28 07:06:00 AM CET 2020 ,		4468
Wed Oct 28 07:06:01 AM CET 2020 ,		4468
Wed Oct 28 07:06:01 AM CET 2020 ,		4470
Wed Oct 28 07:06:02 AM CET 2020 ,		4470
Wed Oct 28 07:06:02 AM CET 2020 ,		4458
Wed Oct 28 07:06:03 AM CET 2020 ,		4458
Wed Oct 28 07:06:03 AM CET 2020 ,		4474
Wed Oct 28 07:06:04 AM CET 2020 ,		4474
Wed Oct 28 07:06:04 AM CET 2020 ,		4471
Wed Oct 28 07:06:05 AM CET 2020 ,		4471
Wed Oct 28 07:06:05 AM CET 2020 ,		4471
Wed Oct 28 07:06:06 AM CET 2020 ,		4471
Wed Oct 28 07:06:06 AM CET 2020 ,		4457
Wed Oct 28 07:06:07 AM CET 2020 ,		4457
Wed Oct 28 07:06:07 AM CET 2020 ,		4465
Wed Oct 28 07:06:08 AM CET 2020 ,		4465
Wed Oct 28 07:06:08 AM CET 2020 ,		4478
Wed Oct 28 07:06:09 AM CET 2020 ,		4478
Wed Oct 28 07:06:09 AM CET 2020 ,		4468
Wed Oct 28 07:06:10 AM CET 2020 ,		4468
Wed Oct 28 07:06:10 AM CET 2020 ,		4478
Wed Oct 28 07:06:11 AM CET 2020 ,		4478
Wed Oct 28 07:06:11 AM CET 2020 ,		4471
Wed Oct 28 07:06:12 AM CET 2020 ,		4471
Wed Oct 28 07:06:12 AM CET 2020 ,		4467
Wed Oct 28 07:06:13 AM CET 2020 ,		4467
Wed Oct 28 07:06:13 AM CET 2020 ,		4467
Wed Oct 28 07:06:14 AM CET 2020 ,		4467
Wed Oct 28 07:06:14 AM CET 2020 ,		4461
Wed Oct 28 07:06:15 AM CET 2020 ,		4461
Wed Oct 28 07:06:15 AM CET 2020 ,		4460
Wed Oct 28 07:06:16 AM CET 2020 ,		4460
Wed Oct 28 07:06:16 AM CET 2020 ,		4461
Wed Oct 28 07:06:17 AM CET 2020 ,		4461
Wed Oct 28 07:06:17 AM CET 2020 ,		4455
Wed Oct 28 07:06:18 AM CET 2020 ,		4455
Wed Oct 28 07:06:18 AM CET 2020 ,		4454
Wed Oct 28 07:06:19 AM CET 2020 ,		4454
Wed Oct 28 07:06:19 AM CET 2020 ,		4463
Wed Oct 28 07:06:20 AM CET 2020 ,		4463
Wed Oct 28 07:06:20 AM CET 2020 ,		4457
Wed Oct 28 07:06:21 AM CET 2020 ,		4457
Wed Oct 28 07:06:21 AM CET 2020 ,		4439
Wed Oct 28 07:06:22 AM CET 2020 ,		4439
Wed Oct 28 07:06:23 AM CET 2020 ,		4449
Wed Oct 28 07:06:23 AM CET 2020 ,		4449
Wed Oct 28 07:06:24 AM CET 2020 ,		4443
Wed Oct 28 07:06:24 AM CET 2020 ,		4443
Wed Oct 28 07:06:25 AM CET 2020 ,		4448
Wed Oct 28 07:06:25 AM CET 2020 ,		4448
Wed Oct 28 07:06:26 AM CET 2020 ,		4444
Wed Oct 28 07:06:26 AM CET 2020 ,		4444
Wed Oct 28 07:06:27 AM CET 2020 ,		4447
Wed Oct 28 07:06:27 AM CET 2020 ,		4447
Wed Oct 28 07:06:28 AM CET 2020 ,		4461
Wed Oct 28 07:06:28 AM CET 2020 ,		4461
Wed Oct 28 07:06:29 AM CET 2020 ,		4452
Wed Oct 28 07:06:29 AM CET 2020 ,		4452
Wed Oct 28 07:06:30 AM CET 2020 ,		4449
Wed Oct 28 07:06:30 AM CET 2020 ,		4449
Wed Oct 28 07:06:31 AM CET 2020 ,		4453
Wed Oct 28 07:06:31 AM CET 2020 ,		4453
Wed Oct 28 07:06:32 AM CET 2020 ,		4434
Wed Oct 28 07:06:32 AM CET 2020 ,		4434
Wed Oct 28 07:06:33 AM CET 2020 ,		4433
Wed Oct 28 07:06:33 AM CET 2020 ,		4433
Wed Oct 28 07:06:34 AM CET 2020 ,		4424
Wed Oct 28 07:06:34 AM CET 2020 ,		4424
Wed Oct 28 07:06:35 AM CET 2020 ,		4443
Wed Oct 28 07:06:35 AM CET 2020 ,		4443
Wed Oct 28 07:06:36 AM CET 2020 ,		4420
Wed Oct 28 07:06:36 AM CET 2020 ,		4420
Wed Oct 28 07:06:37 AM CET 2020 ,		4410
Wed Oct 28 07:06:37 AM CET 2020 ,		4410
Wed Oct 28 07:06:38 AM CET 2020 ,		4412
Wed Oct 28 07:06:38 AM CET 2020 ,		4412
Wed Oct 28 07:06:39 AM CET 2020 ,		4397
Wed Oct 28 07:06:39 AM CET 2020 ,		4397
Wed Oct 28 07:06:40 AM CET 2020 ,		4413
Wed Oct 28 07:06:40 AM CET 2020 ,		4413
Wed Oct 28 07:06:41 AM CET 2020 ,		4390
Wed Oct 28 07:06:41 AM CET 2020 ,		4390
Wed Oct 28 07:06:42 AM CET 2020 ,		4386
Wed Oct 28 07:06:42 AM CET 2020 ,		4386
Wed Oct 28 07:06:43 AM CET 2020 ,		4279
Wed Oct 28 07:06:43 AM CET 2020 ,		4279
Wed Oct 28 07:06:44 AM CET 2020 ,		4000
Wed Oct 28 07:06:44 AM CET 2020 ,		4000
Wed Oct 28 07:06:45 AM CET 2020 ,		3981
Wed Oct 28 07:06:45 AM CET 2020 ,		3981
Wed Oct 28 07:06:46 AM CET 2020 ,		3974
Wed Oct 28 07:06:46 AM CET 2020 ,		3974
Wed Oct 28 07:06:47 AM CET 2020 ,		3989
Wed Oct 28 07:06:47 AM CET 2020 ,		3989
Wed Oct 28 07:06:48 AM CET 2020 ,		4015
Wed Oct 28 07:06:48 AM CET 2020 ,		4015
Wed Oct 28 07:06:49 AM CET 2020 ,		4020
Wed Oct 28 07:06:49 AM CET 2020 ,		4020
Wed Oct 28 07:06:50 AM CET 2020 ,		4039
Wed Oct 28 07:06:51 AM CET 2020 ,		4039
Wed Oct 28 07:06:51 AM CET 2020 ,		4017
Wed Oct 28 07:06:52 AM CET 2020 ,		4017
Wed Oct 28 07:06:52 AM CET 2020 ,		4014
Wed Oct 28 07:06:53 AM CET 2020 ,		4014
Wed Oct 28 07:06:53 AM CET 2020 ,		4037
Wed Oct 28 07:06:54 AM CET 2020 ,		4037
Wed Oct 28 07:06:54 AM CET 2020 ,		4012
Wed Oct 28 07:06:55 AM CET 2020 ,		4012
Wed Oct 28 07:06:55 AM CET 2020 ,		4016
Wed Oct 28 07:06:56 AM CET 2020 ,		4016
Wed Oct 28 07:06:56 AM CET 2020 ,		3999
Wed Oct 28 07:06:57 AM CET 2020 ,		3999
Wed Oct 28 07:06:57 AM CET 2020 ,		3989
Wed Oct 28 07:06:58 AM CET 2020 ,		3989
Wed Oct 28 07:06:58 AM CET 2020 ,		3975
Wed Oct 28 07:06:59 AM CET 2020 ,		3975
Wed Oct 28 07:06:59 AM CET 2020 ,		3949
Wed Oct 28 07:07:00 AM CET 2020 ,		3949
Wed Oct 28 07:07:00 AM CET 2020 ,		3919
Wed Oct 28 07:07:01 AM CET 2020 ,		3919
Wed Oct 28 07:07:01 AM CET 2020 ,		3927
Wed Oct 28 07:07:02 AM CET 2020 ,		3927
Wed Oct 28 07:07:02 AM CET 2020 ,		3925
Wed Oct 28 07:07:03 AM CET 2020 ,		3925
Wed Oct 28 07:07:03 AM CET 2020 ,		3939
Wed Oct 28 07:07:04 AM CET 2020 ,		3939
Wed Oct 28 07:07:04 AM CET 2020 ,		3915
Wed Oct 28 07:07:05 AM CET 2020 ,		3915
Wed Oct 28 07:07:05 AM CET 2020 ,		3930
Wed Oct 28 07:07:06 AM CET 2020 ,		3930
Wed Oct 28 07:07:06 AM CET 2020 ,		3934
Wed Oct 28 07:07:07 AM CET 2020 ,		3934
Wed Oct 28 07:07:07 AM CET 2020 ,		3944
Wed Oct 28 07:07:08 AM CET 2020 ,		3944
Wed Oct 28 07:07:08 AM CET 2020 ,		3956
Wed Oct 28 07:07:09 AM CET 2020 ,		3956
Wed Oct 28 07:07:09 AM CET 2020 ,		3955
Wed Oct 28 07:07:10 AM CET 2020 ,		3955
Wed Oct 28 07:07:10 AM CET 2020 ,		3940
Wed Oct 28 07:07:11 AM CET 2020 ,		3940
Wed Oct 28 07:07:11 AM CET 2020 ,		3934
Wed Oct 28 07:07:12 AM CET 2020 ,		3934
Wed Oct 28 07:07:12 AM CET 2020 ,		3966
Wed Oct 28 07:07:13 AM CET 2020 ,		3966
Wed Oct 28 07:07:13 AM CET 2020 ,		3970
Wed Oct 28 07:07:14 AM CET 2020 ,		3970
Wed Oct 28 07:07:14 AM CET 2020 ,		3974
Wed Oct 28 07:07:15 AM CET 2020 ,		3974
Wed Oct 28 07:07:15 AM CET 2020 ,		3984
Wed Oct 28 07:07:16 AM CET 2020 ,		3984
Wed Oct 28 07:07:16 AM CET 2020 ,		4040
Wed Oct 28 07:07:17 AM CET 2020 ,		4040
Wed Oct 28 07:07:18 AM CET 2020 ,		4041
Wed Oct 28 07:07:18 AM CET 2020 ,		4041
Wed Oct 28 07:07:19 AM CET 2020 ,		4058
Wed Oct 28 07:07:19 AM CET 2020 ,		4058
