time,fan
Wed Oct 28 07:07:20 AM CET 2020 ,		4075
Wed Oct 28 07:07:20 AM CET 2020 ,		4075
Wed Oct 28 07:07:21 AM CET 2020 ,		4087
Wed Oct 28 07:07:21 AM CET 2020 ,		4087
Wed Oct 28 07:07:22 AM CET 2020 ,		4076
Wed Oct 28 07:07:22 AM CET 2020 ,		4076
Wed Oct 28 07:07:23 AM CET 2020 ,		4086
Wed Oct 28 07:07:23 AM CET 2020 ,		4086
Wed Oct 28 07:07:24 AM CET 2020 ,		4097
Wed Oct 28 07:07:24 AM CET 2020 ,		4097
Wed Oct 28 07:07:25 AM CET 2020 ,		4134
Wed Oct 28 07:07:25 AM CET 2020 ,		4134
Wed Oct 28 07:07:26 AM CET 2020 ,		4101
Wed Oct 28 07:07:26 AM CET 2020 ,		4101
Wed Oct 28 07:07:27 AM CET 2020 ,		4112
Wed Oct 28 07:07:27 AM CET 2020 ,		4112
Wed Oct 28 07:07:28 AM CET 2020 ,		4084
Wed Oct 28 07:07:28 AM CET 2020 ,		4084
Wed Oct 28 07:07:29 AM CET 2020 ,		4080
Wed Oct 28 07:07:29 AM CET 2020 ,		4080
Wed Oct 28 07:07:30 AM CET 2020 ,		4110
Wed Oct 28 07:07:30 AM CET 2020 ,		4110
Wed Oct 28 07:07:31 AM CET 2020 ,		4100
Wed Oct 28 07:07:31 AM CET 2020 ,		4100
Wed Oct 28 07:07:32 AM CET 2020 ,		4094
Wed Oct 28 07:07:32 AM CET 2020 ,		4094
Wed Oct 28 07:07:33 AM CET 2020 ,		4108
Wed Oct 28 07:07:33 AM CET 2020 ,		4108
Wed Oct 28 07:07:34 AM CET 2020 ,		4083
Wed Oct 28 07:07:34 AM CET 2020 ,		4083
Wed Oct 28 07:07:35 AM CET 2020 ,		4100
Wed Oct 28 07:07:35 AM CET 2020 ,		4100
Wed Oct 28 07:07:36 AM CET 2020 ,		4121
Wed Oct 28 07:07:36 AM CET 2020 ,		4121
Wed Oct 28 07:07:37 AM CET 2020 ,		4113
Wed Oct 28 07:07:37 AM CET 2020 ,		4113
Wed Oct 28 07:07:38 AM CET 2020 ,		4054
Wed Oct 28 07:07:38 AM CET 2020 ,		4054
Wed Oct 28 07:07:39 AM CET 2020 ,		4061
Wed Oct 28 07:07:39 AM CET 2020 ,		4061
Wed Oct 28 07:07:40 AM CET 2020 ,		4114
Wed Oct 28 07:07:40 AM CET 2020 ,		4114
Wed Oct 28 07:07:41 AM CET 2020 ,		4070
Wed Oct 28 07:07:41 AM CET 2020 ,		4070
Wed Oct 28 07:07:42 AM CET 2020 ,		4018
Wed Oct 28 07:07:42 AM CET 2020 ,		4018
Wed Oct 28 07:07:43 AM CET 2020 ,		4001
Wed Oct 28 07:07:43 AM CET 2020 ,		4001
Wed Oct 28 07:07:44 AM CET 2020 ,		3994
Wed Oct 28 07:07:45 AM CET 2020 ,		3994
Wed Oct 28 07:07:45 AM CET 2020 ,		4043
Wed Oct 28 07:07:46 AM CET 2020 ,		4043
Wed Oct 28 07:07:46 AM CET 2020 ,		3994
Wed Oct 28 07:07:47 AM CET 2020 ,		3994
Wed Oct 28 07:07:47 AM CET 2020 ,		3990
Wed Oct 28 07:07:48 AM CET 2020 ,		3990
Wed Oct 28 07:07:48 AM CET 2020 ,		3990
Wed Oct 28 07:07:49 AM CET 2020 ,		3990
Wed Oct 28 07:07:49 AM CET 2020 ,		3980
Wed Oct 28 07:07:50 AM CET 2020 ,		3980
Wed Oct 28 07:07:50 AM CET 2020 ,		3948
Wed Oct 28 07:07:51 AM CET 2020 ,		3948
Wed Oct 28 07:07:51 AM CET 2020 ,		3964
Wed Oct 28 07:07:52 AM CET 2020 ,		3964
Wed Oct 28 07:07:52 AM CET 2020 ,		3969
Wed Oct 28 07:07:53 AM CET 2020 ,		3969
Wed Oct 28 07:07:53 AM CET 2020 ,		3966
Wed Oct 28 07:07:54 AM CET 2020 ,		3966
Wed Oct 28 07:07:54 AM CET 2020 ,		3977
Wed Oct 28 07:07:55 AM CET 2020 ,		3977
Wed Oct 28 07:07:55 AM CET 2020 ,		3974
Wed Oct 28 07:07:56 AM CET 2020 ,		3974
Wed Oct 28 07:07:56 AM CET 2020 ,		3965
Wed Oct 28 07:07:57 AM CET 2020 ,		3965
Wed Oct 28 07:07:57 AM CET 2020 ,		3949
Wed Oct 28 07:07:58 AM CET 2020 ,		3949
Wed Oct 28 07:07:58 AM CET 2020 ,		3909
Wed Oct 28 07:07:59 AM CET 2020 ,		3909
Wed Oct 28 07:07:59 AM CET 2020 ,		3898
Wed Oct 28 07:08:00 AM CET 2020 ,		3898
Wed Oct 28 07:08:00 AM CET 2020 ,		3903
Wed Oct 28 07:08:01 AM CET 2020 ,		3903
Wed Oct 28 07:08:01 AM CET 2020 ,		3826
Wed Oct 28 07:08:02 AM CET 2020 ,		3826
Wed Oct 28 07:08:02 AM CET 2020 ,		3793
Wed Oct 28 07:08:03 AM CET 2020 ,		3793
Wed Oct 28 07:08:03 AM CET 2020 ,		3764
Wed Oct 28 07:08:04 AM CET 2020 ,		3764
Wed Oct 28 07:08:04 AM CET 2020 ,		3744
Wed Oct 28 07:08:05 AM CET 2020 ,		3744
Wed Oct 28 07:08:05 AM CET 2020 ,		3738
Wed Oct 28 07:08:06 AM CET 2020 ,		3738
Wed Oct 28 07:08:06 AM CET 2020 ,		3722
Wed Oct 28 07:08:07 AM CET 2020 ,		3722
Wed Oct 28 07:08:07 AM CET 2020 ,		3736
Wed Oct 28 07:08:08 AM CET 2020 ,		3736
Wed Oct 28 07:08:08 AM CET 2020 ,		3718
Wed Oct 28 07:08:09 AM CET 2020 ,		3718
Wed Oct 28 07:08:09 AM CET 2020 ,		3709
Wed Oct 28 07:08:10 AM CET 2020 ,		3709
Wed Oct 28 07:08:11 AM CET 2020 ,		3703
Wed Oct 28 07:08:11 AM CET 2020 ,		3703
Wed Oct 28 07:08:12 AM CET 2020 ,		3669
Wed Oct 28 07:08:12 AM CET 2020 ,		3669
Wed Oct 28 07:08:13 AM CET 2020 ,		3664
Wed Oct 28 07:08:13 AM CET 2020 ,		3664
Wed Oct 28 07:08:14 AM CET 2020 ,		3659
Wed Oct 28 07:08:14 AM CET 2020 ,		3659
Wed Oct 28 07:08:15 AM CET 2020 ,		3654
Wed Oct 28 07:08:15 AM CET 2020 ,		3654
Wed Oct 28 07:08:16 AM CET 2020 ,		3620
Wed Oct 28 07:08:16 AM CET 2020 ,		3620
Wed Oct 28 07:08:17 AM CET 2020 ,		3604
Wed Oct 28 07:08:17 AM CET 2020 ,		3604
Wed Oct 28 07:08:18 AM CET 2020 ,		3591
Wed Oct 28 07:08:18 AM CET 2020 ,		3591
Wed Oct 28 07:08:19 AM CET 2020 ,		3567
Wed Oct 28 07:08:19 AM CET 2020 ,		3567
Wed Oct 28 07:08:20 AM CET 2020 ,		3628
Wed Oct 28 07:08:20 AM CET 2020 ,		3628
Wed Oct 28 07:08:21 AM CET 2020 ,		3593
Wed Oct 28 07:08:21 AM CET 2020 ,		3593
Wed Oct 28 07:08:22 AM CET 2020 ,		3585
Wed Oct 28 07:08:22 AM CET 2020 ,		3585
Wed Oct 28 07:08:23 AM CET 2020 ,		3585
Wed Oct 28 07:08:23 AM CET 2020 ,		3585
Wed Oct 28 07:08:24 AM CET 2020 ,		3585
Wed Oct 28 07:08:24 AM CET 2020 ,		3585
Wed Oct 28 07:08:25 AM CET 2020 ,		3561
Wed Oct 28 07:08:25 AM CET 2020 ,		3561
Wed Oct 28 07:08:26 AM CET 2020 ,		3542
Wed Oct 28 07:08:26 AM CET 2020 ,		3542
Wed Oct 28 07:08:27 AM CET 2020 ,		3291
Wed Oct 28 07:08:27 AM CET 2020 ,		3291
Wed Oct 28 07:08:28 AM CET 2020 ,		3114
Wed Oct 28 07:08:28 AM CET 2020 ,		3114
Wed Oct 28 07:08:29 AM CET 2020 ,		2937
Wed Oct 28 07:08:29 AM CET 2020 ,		2937
Wed Oct 28 07:08:30 AM CET 2020 ,		2934
Wed Oct 28 07:08:30 AM CET 2020 ,		2934
Wed Oct 28 07:08:31 AM CET 2020 ,		2895
Wed Oct 28 07:08:31 AM CET 2020 ,		2895
Wed Oct 28 07:08:32 AM CET 2020 ,		2882
Wed Oct 28 07:08:32 AM CET 2020 ,		2882
Wed Oct 28 07:08:33 AM CET 2020 ,		2917
Wed Oct 28 07:08:33 AM CET 2020 ,		2917
Wed Oct 28 07:08:34 AM CET 2020 ,		2924
Wed Oct 28 07:08:34 AM CET 2020 ,		2924
Wed Oct 28 07:08:35 AM CET 2020 ,		2846
Wed Oct 28 07:08:35 AM CET 2020 ,		2846
Wed Oct 28 07:08:36 AM CET 2020 ,		2893
Wed Oct 28 07:08:36 AM CET 2020 ,		2893
Wed Oct 28 07:08:37 AM CET 2020 ,		2908
Wed Oct 28 07:08:38 AM CET 2020 ,		2908
Wed Oct 28 07:08:38 AM CET 2020 ,		2909
Wed Oct 28 07:08:39 AM CET 2020 ,		2909
Wed Oct 28 07:08:39 AM CET 2020 ,		2914
Wed Oct 28 07:08:40 AM CET 2020 ,		2914
Wed Oct 28 07:08:40 AM CET 2020 ,		3037
Wed Oct 28 07:08:41 AM CET 2020 ,		3037
Wed Oct 28 07:08:41 AM CET 2020 ,		3111
Wed Oct 28 07:08:42 AM CET 2020 ,		3111
Wed Oct 28 07:08:42 AM CET 2020 ,		3101
Wed Oct 28 07:08:43 AM CET 2020 ,		3101
Wed Oct 28 07:08:43 AM CET 2020 ,		3173
Wed Oct 28 07:08:44 AM CET 2020 ,		3173
Wed Oct 28 07:08:44 AM CET 2020 ,		3184
Wed Oct 28 07:08:45 AM CET 2020 ,		3184
Wed Oct 28 07:08:45 AM CET 2020 ,		3228
Wed Oct 28 07:08:46 AM CET 2020 ,		3228
Wed Oct 28 07:08:46 AM CET 2020 ,		3465
Wed Oct 28 07:08:47 AM CET 2020 ,		3465
Wed Oct 28 07:08:47 AM CET 2020 ,		3553
Wed Oct 28 07:08:48 AM CET 2020 ,		3553
Wed Oct 28 07:08:48 AM CET 2020 ,		3549
Wed Oct 28 07:08:49 AM CET 2020 ,		3549
Wed Oct 28 07:08:49 AM CET 2020 ,		3589
Wed Oct 28 07:08:50 AM CET 2020 ,		3589
Wed Oct 28 07:08:50 AM CET 2020 ,		3598
Wed Oct 28 07:08:51 AM CET 2020 ,		3598
Wed Oct 28 07:08:51 AM CET 2020 ,		3600
Wed Oct 28 07:08:52 AM CET 2020 ,		3600
Wed Oct 28 07:08:52 AM CET 2020 ,		3629
Wed Oct 28 07:08:53 AM CET 2020 ,		3629
Wed Oct 28 07:08:53 AM CET 2020 ,		3631
Wed Oct 28 07:08:54 AM CET 2020 ,		3631
Wed Oct 28 07:08:54 AM CET 2020 ,		3650
Wed Oct 28 07:08:55 AM CET 2020 ,		3650
Wed Oct 28 07:08:55 AM CET 2020 ,		3647
Wed Oct 28 07:08:56 AM CET 2020 ,		3647
Wed Oct 28 07:08:56 AM CET 2020 ,		3633
Wed Oct 28 07:08:57 AM CET 2020 ,		3633
Wed Oct 28 07:08:57 AM CET 2020 ,		3641
Wed Oct 28 07:08:58 AM CET 2020 ,		3641
Wed Oct 28 07:08:58 AM CET 2020 ,		3645
Wed Oct 28 07:08:59 AM CET 2020 ,		3645
Wed Oct 28 07:08:59 AM CET 2020 ,		3643
Wed Oct 28 07:09:00 AM CET 2020 ,		3643
Wed Oct 28 07:09:00 AM CET 2020 ,		3658
Wed Oct 28 07:09:01 AM CET 2020 ,		3658
Wed Oct 28 07:09:01 AM CET 2020 ,		3668
Wed Oct 28 07:09:02 AM CET 2020 ,		3668
Wed Oct 28 07:09:02 AM CET 2020 ,		3649
Wed Oct 28 07:09:03 AM CET 2020 ,		3649
Wed Oct 28 07:09:03 AM CET 2020 ,		3667
Wed Oct 28 07:09:04 AM CET 2020 ,		3667
Wed Oct 28 07:09:05 AM CET 2020 ,		3660
Wed Oct 28 07:09:05 AM CET 2020 ,		3660
Wed Oct 28 07:09:06 AM CET 2020 ,		3687
Wed Oct 28 07:09:06 AM CET 2020 ,		3687
Wed Oct 28 07:09:07 AM CET 2020 ,		3687
Wed Oct 28 07:09:07 AM CET 2020 ,		3687
Wed Oct 28 07:09:08 AM CET 2020 ,		3689
Wed Oct 28 07:09:08 AM CET 2020 ,		3689
Wed Oct 28 07:09:09 AM CET 2020 ,		3691
Wed Oct 28 07:09:09 AM CET 2020 ,		3691
Wed Oct 28 07:09:10 AM CET 2020 ,		3715
Wed Oct 28 07:09:10 AM CET 2020 ,		3715
Wed Oct 28 07:09:11 AM CET 2020 ,		3759
Wed Oct 28 07:09:11 AM CET 2020 ,		3759
Wed Oct 28 07:09:12 AM CET 2020 ,		3798
Wed Oct 28 07:09:12 AM CET 2020 ,		3798
Wed Oct 28 07:09:13 AM CET 2020 ,		3837
Wed Oct 28 07:09:13 AM CET 2020 ,		3837
Wed Oct 28 07:09:14 AM CET 2020 ,		3891
Wed Oct 28 07:09:14 AM CET 2020 ,		3891
Wed Oct 28 07:09:15 AM CET 2020 ,		3949
Wed Oct 28 07:09:15 AM CET 2020 ,		3949
Wed Oct 28 07:09:16 AM CET 2020 ,		3965
Wed Oct 28 07:09:16 AM CET 2020 ,		3965
Wed Oct 28 07:09:17 AM CET 2020 ,		4004
Wed Oct 28 07:09:17 AM CET 2020 ,		4004
Wed Oct 28 07:09:18 AM CET 2020 ,		4021
Wed Oct 28 07:09:18 AM CET 2020 ,		4021
Wed Oct 28 07:09:19 AM CET 2020 ,		4063
Wed Oct 28 07:09:19 AM CET 2020 ,		4063
Wed Oct 28 07:09:20 AM CET 2020 ,		4083
Wed Oct 28 07:09:20 AM CET 2020 ,		4083
Wed Oct 28 07:09:21 AM CET 2020 ,		4082
Wed Oct 28 07:09:21 AM CET 2020 ,		4082
Wed Oct 28 07:09:22 AM CET 2020 ,		4080
Wed Oct 28 07:09:22 AM CET 2020 ,		4080
Wed Oct 28 07:09:23 AM CET 2020 ,		4079
Wed Oct 28 07:09:23 AM CET 2020 ,		4079
Wed Oct 28 07:09:24 AM CET 2020 ,		4080
Wed Oct 28 07:09:24 AM CET 2020 ,		4080
Wed Oct 28 07:09:25 AM CET 2020 ,		4081
Wed Oct 28 07:09:25 AM CET 2020 ,		4081
Wed Oct 28 07:09:26 AM CET 2020 ,		4082
Wed Oct 28 07:09:26 AM CET 2020 ,		4082
Wed Oct 28 07:09:27 AM CET 2020 ,		4055
Wed Oct 28 07:09:27 AM CET 2020 ,		4055
Wed Oct 28 07:09:28 AM CET 2020 ,		4030
Wed Oct 28 07:09:28 AM CET 2020 ,		4030
Wed Oct 28 07:09:29 AM CET 2020 ,		4024
Wed Oct 28 07:09:29 AM CET 2020 ,		4024
Wed Oct 28 07:09:30 AM CET 2020 ,		4036
Wed Oct 28 07:09:30 AM CET 2020 ,		4036
Wed Oct 28 07:09:31 AM CET 2020 ,		4030
Wed Oct 28 07:09:32 AM CET 2020 ,		4030
Wed Oct 28 07:09:32 AM CET 2020 ,		4037
Wed Oct 28 07:09:33 AM CET 2020 ,		4037
Wed Oct 28 07:09:33 AM CET 2020 ,		4062
Wed Oct 28 07:09:34 AM CET 2020 ,		4062
Wed Oct 28 07:09:34 AM CET 2020 ,		4065
Wed Oct 28 07:09:35 AM CET 2020 ,		4065
Wed Oct 28 07:09:35 AM CET 2020 ,		4100
Wed Oct 28 07:09:36 AM CET 2020 ,		4100
Wed Oct 28 07:09:36 AM CET 2020 ,		4085
Wed Oct 28 07:09:37 AM CET 2020 ,		4085
Wed Oct 28 07:09:37 AM CET 2020 ,		4101
Wed Oct 28 07:09:38 AM CET 2020 ,		4101
Wed Oct 28 07:09:38 AM CET 2020 ,		4104
Wed Oct 28 07:09:39 AM CET 2020 ,		4104
Wed Oct 28 07:09:39 AM CET 2020 ,		4117
Wed Oct 28 07:09:40 AM CET 2020 ,		4117
Wed Oct 28 07:09:40 AM CET 2020 ,		4126
Wed Oct 28 07:09:41 AM CET 2020 ,		4126
Wed Oct 28 07:09:41 AM CET 2020 ,		4144
Wed Oct 28 07:09:42 AM CET 2020 ,		4144
Wed Oct 28 07:09:42 AM CET 2020 ,		4206
Wed Oct 28 07:09:43 AM CET 2020 ,		4206
Wed Oct 28 07:09:43 AM CET 2020 ,		4214
Wed Oct 28 07:09:44 AM CET 2020 ,		4214
Wed Oct 28 07:09:44 AM CET 2020 ,		4242
Wed Oct 28 07:09:45 AM CET 2020 ,		4242
Wed Oct 28 07:09:45 AM CET 2020 ,		4264
Wed Oct 28 07:09:46 AM CET 2020 ,		4264
Wed Oct 28 07:09:46 AM CET 2020 ,		4301
Wed Oct 28 07:09:47 AM CET 2020 ,		4301
Wed Oct 28 07:09:47 AM CET 2020 ,		4315
Wed Oct 28 07:09:48 AM CET 2020 ,		4315
Wed Oct 28 07:09:48 AM CET 2020 ,		4332
Wed Oct 28 07:09:49 AM CET 2020 ,		4332
Wed Oct 28 07:09:49 AM CET 2020 ,		4336
Wed Oct 28 07:09:50 AM CET 2020 ,		4336
Wed Oct 28 07:09:50 AM CET 2020 ,		4347
Wed Oct 28 07:09:51 AM CET 2020 ,		4347
Wed Oct 28 07:09:51 AM CET 2020 ,		4363
Wed Oct 28 07:09:52 AM CET 2020 ,		4363
Wed Oct 28 07:09:52 AM CET 2020 ,		4372
Wed Oct 28 07:09:53 AM CET 2020 ,		4372
Wed Oct 28 07:09:53 AM CET 2020 ,		4366
Wed Oct 28 07:09:54 AM CET 2020 ,		4366
Wed Oct 28 07:09:54 AM CET 2020 ,		4390
Wed Oct 28 07:09:55 AM CET 2020 ,		4390
Wed Oct 28 07:09:55 AM CET 2020 ,		4373
Wed Oct 28 07:09:56 AM CET 2020 ,		4373
Wed Oct 28 07:09:56 AM CET 2020 ,		4388
Wed Oct 28 07:09:57 AM CET 2020 ,		4388
Wed Oct 28 07:09:58 AM CET 2020 ,		4398
Wed Oct 28 07:09:58 AM CET 2020 ,		4398
Wed Oct 28 07:09:59 AM CET 2020 ,		4388
Wed Oct 28 07:09:59 AM CET 2020 ,		4388
Wed Oct 28 07:10:00 AM CET 2020 ,		4397
Wed Oct 28 07:10:00 AM CET 2020 ,		4397
Wed Oct 28 07:10:01 AM CET 2020 ,		4393
Wed Oct 28 07:10:01 AM CET 2020 ,		4393
Wed Oct 28 07:10:02 AM CET 2020 ,		4411
Wed Oct 28 07:10:02 AM CET 2020 ,		4411
Wed Oct 28 07:10:03 AM CET 2020 ,		4407
Wed Oct 28 07:10:03 AM CET 2020 ,		4407
Wed Oct 28 07:10:04 AM CET 2020 ,		4413
Wed Oct 28 07:10:04 AM CET 2020 ,		4413
Wed Oct 28 07:10:05 AM CET 2020 ,		4408
Wed Oct 28 07:10:05 AM CET 2020 ,		4408
Wed Oct 28 07:10:06 AM CET 2020 ,		4428
Wed Oct 28 07:10:06 AM CET 2020 ,		4428
Wed Oct 28 07:10:07 AM CET 2020 ,		4421
Wed Oct 28 07:10:07 AM CET 2020 ,		4421
Wed Oct 28 07:10:08 AM CET 2020 ,		4423
Wed Oct 28 07:10:08 AM CET 2020 ,		4423
Wed Oct 28 07:10:09 AM CET 2020 ,		4418
Wed Oct 28 07:10:09 AM CET 2020 ,		4418
Wed Oct 28 07:10:10 AM CET 2020 ,		4407
Wed Oct 28 07:10:10 AM CET 2020 ,		4407
Wed Oct 28 07:10:11 AM CET 2020 ,		4421
Wed Oct 28 07:10:11 AM CET 2020 ,		4421
Wed Oct 28 07:10:12 AM CET 2020 ,		4431
Wed Oct 28 07:10:12 AM CET 2020 ,		4431
Wed Oct 28 07:10:13 AM CET 2020 ,		4425
Wed Oct 28 07:10:13 AM CET 2020 ,		4425
Wed Oct 28 07:10:14 AM CET 2020 ,		4429
Wed Oct 28 07:10:14 AM CET 2020 ,		4429
Wed Oct 28 07:10:15 AM CET 2020 ,		4425
Wed Oct 28 07:10:15 AM CET 2020 ,		4425
Wed Oct 28 07:10:16 AM CET 2020 ,		4425
Wed Oct 28 07:10:16 AM CET 2020 ,		4425
Wed Oct 28 07:10:17 AM CET 2020 ,		4429
Wed Oct 28 07:10:17 AM CET 2020 ,		4429
Wed Oct 28 07:10:18 AM CET 2020 ,		4435
Wed Oct 28 07:10:18 AM CET 2020 ,		4435
Wed Oct 28 07:10:19 AM CET 2020 ,		4436
Wed Oct 28 07:10:19 AM CET 2020 ,		4436
Wed Oct 28 07:10:20 AM CET 2020 ,		4433
Wed Oct 28 07:10:20 AM CET 2020 ,		4433
Wed Oct 28 07:10:21 AM CET 2020 ,		4437
Wed Oct 28 07:10:21 AM CET 2020 ,		4437
Wed Oct 28 07:10:22 AM CET 2020 ,		4433
Wed Oct 28 07:10:22 AM CET 2020 ,		4433
Wed Oct 28 07:10:23 AM CET 2020 ,		4439
Wed Oct 28 07:10:24 AM CET 2020 ,		4439
Wed Oct 28 07:10:24 AM CET 2020 ,		4435
Wed Oct 28 07:10:25 AM CET 2020 ,		4435
Wed Oct 28 07:10:25 AM CET 2020 ,		4426
Wed Oct 28 07:10:26 AM CET 2020 ,		4426
Wed Oct 28 07:10:26 AM CET 2020 ,		4432
Wed Oct 28 07:10:27 AM CET 2020 ,		4432
Wed Oct 28 07:10:27 AM CET 2020 ,		4437
Wed Oct 28 07:10:28 AM CET 2020 ,		4437
Wed Oct 28 07:10:28 AM CET 2020 ,		4446
Wed Oct 28 07:10:29 AM CET 2020 ,		4446
Wed Oct 28 07:10:29 AM CET 2020 ,		4435
Wed Oct 28 07:10:30 AM CET 2020 ,		4435
Wed Oct 28 07:10:30 AM CET 2020 ,		4438
Wed Oct 28 07:10:31 AM CET 2020 ,		4438
Wed Oct 28 07:10:31 AM CET 2020 ,		4445
Wed Oct 28 07:10:32 AM CET 2020 ,		4445
Wed Oct 28 07:10:32 AM CET 2020 ,		4449
Wed Oct 28 07:10:33 AM CET 2020 ,		4449
Wed Oct 28 07:10:33 AM CET 2020 ,		4444
Wed Oct 28 07:10:34 AM CET 2020 ,		4444
Wed Oct 28 07:10:34 AM CET 2020 ,		4436
Wed Oct 28 07:10:35 AM CET 2020 ,		4436
Wed Oct 28 07:10:35 AM CET 2020 ,		4443
Wed Oct 28 07:10:36 AM CET 2020 ,		4443
Wed Oct 28 07:10:36 AM CET 2020 ,		4448
Wed Oct 28 07:10:37 AM CET 2020 ,		4448
Wed Oct 28 07:10:37 AM CET 2020 ,		4451
Wed Oct 28 07:10:38 AM CET 2020 ,		4451
Wed Oct 28 07:10:38 AM CET 2020 ,		4456
Wed Oct 28 07:10:39 AM CET 2020 ,		4456
Wed Oct 28 07:10:39 AM CET 2020 ,		4458
Wed Oct 28 07:10:40 AM CET 2020 ,		4458
Wed Oct 28 07:10:40 AM CET 2020 ,		4443
Wed Oct 28 07:10:41 AM CET 2020 ,		4443
Wed Oct 28 07:10:41 AM CET 2020 ,		4441
Wed Oct 28 07:10:42 AM CET 2020 ,		4441
Wed Oct 28 07:10:42 AM CET 2020 ,		4443
Wed Oct 28 07:10:43 AM CET 2020 ,		4443
Wed Oct 28 07:10:43 AM CET 2020 ,		4455
Wed Oct 28 07:10:44 AM CET 2020 ,		4455
Wed Oct 28 07:10:44 AM CET 2020 ,		4438
Wed Oct 28 07:10:45 AM CET 2020 ,		4438
Wed Oct 28 07:10:45 AM CET 2020 ,		4436
Wed Oct 28 07:10:46 AM CET 2020 ,		4436
Wed Oct 28 07:10:46 AM CET 2020 ,		4444
Wed Oct 28 07:10:47 AM CET 2020 ,		4444
Wed Oct 28 07:10:47 AM CET 2020 ,		4447
Wed Oct 28 07:10:48 AM CET 2020 ,		4447
Wed Oct 28 07:10:48 AM CET 2020 ,		4447
Wed Oct 28 07:10:49 AM CET 2020 ,		4447
Wed Oct 28 07:10:49 AM CET 2020 ,		4441
Wed Oct 28 07:10:50 AM CET 2020 ,		4441
Wed Oct 28 07:10:51 AM CET 2020 ,		4479
Wed Oct 28 07:10:51 AM CET 2020 ,		4479
Wed Oct 28 07:10:52 AM CET 2020 ,		4449
Wed Oct 28 07:10:52 AM CET 2020 ,		4449
Wed Oct 28 07:10:53 AM CET 2020 ,		4433
Wed Oct 28 07:10:53 AM CET 2020 ,		4433
Wed Oct 28 07:10:54 AM CET 2020 ,		4434
Wed Oct 28 07:10:54 AM CET 2020 ,		4434
Wed Oct 28 07:10:55 AM CET 2020 ,		4439
Wed Oct 28 07:10:55 AM CET 2020 ,		4439
Wed Oct 28 07:10:56 AM CET 2020 ,		4425
Wed Oct 28 07:10:56 AM CET 2020 ,		4425
Wed Oct 28 07:10:57 AM CET 2020 ,		4420
Wed Oct 28 07:10:57 AM CET 2020 ,		4420
Wed Oct 28 07:10:58 AM CET 2020 ,		4416
Wed Oct 28 07:10:58 AM CET 2020 ,		4416
Wed Oct 28 07:10:59 AM CET 2020 ,		4422
Wed Oct 28 07:10:59 AM CET 2020 ,		4422
Wed Oct 28 07:11:00 AM CET 2020 ,		4420
Wed Oct 28 07:11:00 AM CET 2020 ,		4420
Wed Oct 28 07:11:01 AM CET 2020 ,		4407
Wed Oct 28 07:11:01 AM CET 2020 ,		4407
Wed Oct 28 07:11:02 AM CET 2020 ,		4400
Wed Oct 28 07:11:02 AM CET 2020 ,		4400
Wed Oct 28 07:11:03 AM CET 2020 ,		4411
Wed Oct 28 07:11:03 AM CET 2020 ,		4411
Wed Oct 28 07:11:04 AM CET 2020 ,		4389
Wed Oct 28 07:11:04 AM CET 2020 ,		4389
Wed Oct 28 07:11:05 AM CET 2020 ,		4402
Wed Oct 28 07:11:05 AM CET 2020 ,		4402
Wed Oct 28 07:11:06 AM CET 2020 ,		4202
Wed Oct 28 07:11:06 AM CET 2020 ,		4202
Wed Oct 28 07:11:07 AM CET 2020 ,		4091
Wed Oct 28 07:11:07 AM CET 2020 ,		4091
Wed Oct 28 07:11:08 AM CET 2020 ,		4094
Wed Oct 28 07:11:08 AM CET 2020 ,		4094
Wed Oct 28 07:11:09 AM CET 2020 ,		4220
Wed Oct 28 07:11:09 AM CET 2020 ,		4220
Wed Oct 28 07:11:10 AM CET 2020 ,		4108
Wed Oct 28 07:11:10 AM CET 2020 ,		4108
Wed Oct 28 07:11:11 AM CET 2020 ,		4104
Wed Oct 28 07:11:11 AM CET 2020 ,		4104
Wed Oct 28 07:11:12 AM CET 2020 ,		4191
Wed Oct 28 07:11:12 AM CET 2020 ,		4191
Wed Oct 28 07:11:13 AM CET 2020 ,		4158
Wed Oct 28 07:11:13 AM CET 2020 ,		4158
Wed Oct 28 07:11:14 AM CET 2020 ,		4155
Wed Oct 28 07:11:14 AM CET 2020 ,		4155
Wed Oct 28 07:11:15 AM CET 2020 ,		4158
Wed Oct 28 07:11:15 AM CET 2020 ,		4158
Wed Oct 28 07:11:16 AM CET 2020 ,		4162
Wed Oct 28 07:11:17 AM CET 2020 ,		4162
Wed Oct 28 07:11:17 AM CET 2020 ,		4208
Wed Oct 28 07:11:18 AM CET 2020 ,		4208
Wed Oct 28 07:11:18 AM CET 2020 ,		4168
Wed Oct 28 07:11:19 AM CET 2020 ,		4168
Wed Oct 28 07:11:19 AM CET 2020 ,		4189
Wed Oct 28 07:11:20 AM CET 2020 ,		4189
Wed Oct 28 07:11:20 AM CET 2020 ,		4270
Wed Oct 28 07:11:21 AM CET 2020 ,		4270
Wed Oct 28 07:11:21 AM CET 2020 ,		4220
Wed Oct 28 07:11:22 AM CET 2020 ,		4220
Wed Oct 28 07:11:22 AM CET 2020 ,		4245
Wed Oct 28 07:11:23 AM CET 2020 ,		4245
Wed Oct 28 07:11:23 AM CET 2020 ,		4218
Wed Oct 28 07:11:24 AM CET 2020 ,		4218
Wed Oct 28 07:11:24 AM CET 2020 ,		4206
Wed Oct 28 07:11:25 AM CET 2020 ,		4206
